details_id,Role,Industry Type,Department,Employment Type,Role Category,description,skills_required
504,Upstream - Other,Engineering & Construction,Energy & Mining,Full Time Permanent,Upstream,"software,analytical,project,solar,staad pro,foundation,distribution,3d,uk,civil,leadership,structural design,powerpoint,communication skills,onshore,pre engineered building,verbal communication,problem solving,offshore,excel,written communication,revit,word,ms office,wind,Staad","Fpso,jacket,Oil,Structural Engineering,SACS,Structural Design,engineering,Offshore Platforms,design engineering,Subsea,offshore,Detail Engineering,Gas"
505,Customer Success Associate,Travel & Tourism,Customer Success Service & Operations,Full Time Permanent,Customer Success,"About us,Careers,Employer home,Sitemap","Visa,visa documentation,Visa specialist,Visa Processing,Visa counselling,Visa officer,Overseas Education"
506,Database Administrator,Software Product,Engineering - Software & QA,Full Time Permanent,DBA / Data warehousing,"redhat linux,oracledata,scripting,oracle database,Unix Scripting,plsql,Oracle DBA,Administration,Linux,Oracle","Oracle DBA,Oracle RAC,Golden Gate,cloud,Dataguard,Exadata,database migration,oracle database architecture,Performance Tuning,RMAN"
507,Corporate Training - Other,Accounting / Auditing,Teaching & Training,Full Time Permanent,Corporate Training,"Should possess strong domain knowledge expertise on Identity and Access Management.,Proficiency in designing and delivering training materials, including presentations, user manuals, and hands-on exercises.,Should have strong experience training and hands-on on Access management concepts such as Authentication, Authorization, SSO, MFA, Federation, OAuth, OIDC, User Migration, PKI etc.,Should have knowledge on JSON, Groovy Script, JavaScript and Java Technologies.,Should have experience in conducting training on SaaS (Software as a Service) solution viz., Okta, ForgeRock Identity Cloud etc.,Should possess good knowledge on PowerShell and Python scripting.,Good to have experience delivering trainings on Ping and Azure AD, SiteMinder,Should possess knowledge on directory services like Active Directory, LDAP, and Databases.,Should have good knowledge on Jenkins, CI/CD Pipeline,Demonstrates excellent communication and presentation skills, with the ability to effectively convey complex technical concepts to both technical and non-technical audiences.,Familiarity with PAM tools, such as CyberArk, HashiCorp, or Delinea, and practical experience in their implementation and administration is desirable.,Develop assessments and conduct evaluations to measure the effectiveness of training programs, gather feedback from trainees.,Should be apprised of emerging trends and tools in Access Management and Privileged Access Management and deliver training on the same","Identity Access Management,IAM,IAM Trainer,Access Management,Corporate Training"
508,Technical Trainer,Accounting / Auditing,Teaching & Training,Full Time Permanent,Corporate Training,"Has strong knowledge and experience with Identity Governance and Administration (IGA) concepts, principles, and technologies.,Should possess strong domain knowledge expertise on Identity and Access Management.,Demonstrates excellent presentation and communication skills, with the ability to convey technical information to both technical and non-technical audiences.,Proficiency in designing and delivering training materials, including presentations, user manuals, and hands-on exercises.,Familiarity with IGA systems and tools, such as SailPoint IdentityIQ, IdentityNow, ForgeRock OpenIDM, Saviynt, Oracle Identity Governance, or similar platforms.,Understanding of access controls, role-based access management (RBAC), and compliance frameworks (e.g., SOX, HIPAA, GDPR).,Ability to setup training labs and conduct trainings on different IGA suites viz., SailPoint IIQ, SailPoint IDN, Saviynt, ForgeRock Identity Cloud,Should have strong knowledge on Java and J2EE concepts,Should possess experience or knowledge on PowerShell and Python scripting.,Should have good knowledge on DevOps, CI/CD Pipeline,Should be capable to develop assessments and conduct evaluations to measure the effectiveness of training programs, gather feedback from trainees,Should possess knowledge on directory services like Active Directory, LDAP, and Databases.,Effective time-management skills to handle training programs,Should be apprised of emerging trends and tools in Identity Governance and Administration and deliver training on the same","Identity governance Admin,IGA Trainer,IGA"
513,Analytics Consultant,IT Services & Consulting,Data Science & Analytics,Full Time Permanent,Business Intelligence & Analytics,"analytics,consulting,Digital Analytics,Pharma Analytics,advanced analytics,data science,machine learning,Digital,Science","Business process,Delivery excellence,Design review,big data analytics,Pharma,Analytical,Consulting,Oncology,Operations,Analytics"
514,Associate / Consultant,IT Services & Consulting,Consulting,Full Time Permanent,Management Consulting,"The Artificial Intelligence and Machine Learning (AIML) group at Fractal Analytics is actively involved in helping Fortune 500 companies by enabling them to discover how they can leverage their data using advanced and sophisticated AI/ML algorithms for which we are looking for Data Scientists with the capability to work on independent statistical and machine learning research/ projects,If you are a problem solver with a curiosity for exploring new techniques and technologies in AIML space, then we would like to talk with you","Trade,Data analysis,Data management,big data analytics,Consulting,Machine learning,Category management,FMCG,Key account management,Analytics"
515,Analytics Consultant,IT Services & Consulting,Data Science & Analytics,Full Time Permanent,Business Intelligence & Analytics,"The Artificial Intelligence and Machine Learning (AIML) group at Fractal Analytics is actively involved in helping Fortune 500 companies by enabling them to discover how they can    leverage    their data using advanced and sophisticated AI/ML algorithms for which we are looking for Data Scientists with the capability to work on independent statistical and machine learning research/ projects.,If you are a problem solver with a curiosity for exploring new techniques and technologies in AIML space, then we would like to talk with you.","Storyboarding,Project management,Analytical,Consulting,Machine learning,FMCG,Stakeholder management,Analytics,Client management,Python"
519,Other,IT Services & Consulting,Other,Full Time Permanent,Other,"Must have experince in  Next.js, Vue.js • Build a highly scalable product right from scratch.• Expertise in caching, minification, bundling techniques to improve front end performance.• Experience in integrating with a CDN to optimize resource bandwidth.• Experience in working with AB Test frameworks such as Optimizely.• Experience in using front end monitoring tools to troubleshoot errors and recognise performance bottlenecks.• Strong foundation in computer science fundamentals: data structures, algorithms, and coding.• Proficient understanding of code versioning tools(GIT, SVN), working experience with Agile methodology and fast iterative development cycles. Experience with at least one of Visual Studio Profiler, JProfiler, PinPoint• Experience with at least one observability tool and APM tool such as ELK, SolarWinds, Datadog, Sumlogic, New Relic, Azure App Insights, Google Cloud Operations suite or similar","angular,react.js,css,html,UI architect,cloud,Vue.Js,Nextjs"
520,Solution Architect,IT Services & Consulting,Engineering - Software & QA,Full Time Permanent,Software Development,"Relevant experience in architecting modern applications based on Google Cloud Platform. Experience with delivering High Level Design, Low Level Designs.,Proficient in Java/Spring Boot especially on design patterns, techniques used for improving application performance.,At least 1 project experience to exhibit proficiency in database design including relational and at least one non-relational database.,Implementation experience with identity management and networking segmentation in GCP across multiple VPC networks and multiple projects. Experience in designing scalable networking design including high availability, redundancy, fail-over and load balancing.,Strong knowledge in GCP Services such as GKE, Cloud Run, App Engine, Pub-Sub Understanding of networking protocols such as TCP/IP, HTTP/s Understanding of security design including encryption, logging, and monitoring.,At least 1 project experience focused on performance tuning.,Experience with Google cloud monitoring for setting up alerts, monitoring dashboards based on pre-sets and custom metrics.,More than 1 project experience in leading delivery Excellent communication and leadership skills Experience in working with diverse geographically distributed teams.,Knowledge of Security, Identity and Management, Key Management, Access Control and Security protocols, Network Routing, Firewalls.,Experience working with Containerized applications. to provide updates","Java,GCP,Microservices,dotnet,.net,Google Cloud Services,Google Cloud Platforms"
